rep,seed,cell,n_models,n_items,true_effect,slope_sd,tau_model,tau_item,rho_model,beta0,beta_x,beta_c,n_obs,realized_corr,overall_self_prop,min_model_n_self,min_model_n_control,min_model_self_prop,max_model_self_prop,median_model_self_prop,corr_model_selfprop_X,min_within_self_ss,median_within_self_ss,total_within_self_ss,rho_model_realized,p_min,p_max,pct_outcome_p_below_05,pct_outcome_p_above_95,converged,singular,warnings,estimate,se,p_value,ci_low,ci_high,rejected_at_05,bias,ci_covers_truth,error,model_intercept_sd,model_slope_sd,model_intercept_slope_corr,item_intercept_sd,model_cov_min_eigenvalue,theta,theta_lower,singular_component,fit_error,singular_bool,model_slope_sd_num,model_intercept_sd_num,item_intercept_sd_num,model_intercept_slope_corr_num,estimate_num,bias_num,se_num,p_value_num,ci_low_num,ci_high_num,slope_zero,model_zero,item_zero,corr_finite,corr_boundary
27,92622027,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,5.3762659266865956e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.20654581231979333,0.528890141925989,0.723051674319521,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1842,0.0857,0.0315,0.0163,0.3521,True,0.0842,True,,0.0544,0.0492,-1,0.1275,-2.1684e-19,"[0.1275, 0.0544, -0.0492, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0492,0.0544,0.1275,-1.0,0.1842,0.0842,0.0857,0.0315,0.0163,0.3521,False,False,False,True,True
27,92622027,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,1.5964457773567184e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.20654581231979333,0.5263557061203127,0.7263257042418366,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1767,0.0465,0.0001,0.0855,0.2678,True,0.0767,True,,0.0319,0.092,-1,0.0,-2.1684e-19,"[0, 0.0319, -0.092, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.092,0.0319,0.0,-1.0,0.1767,0.0767,0.0465,0.0001,0.0855,0.2678,False,False,True,True,True
27,92622027,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,1.866917899579664e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.15084742968226386,0.528890141925989,0.723051674319521,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1296,0.0625,0.0381,0.0071,0.2521,True,0.0296,True,,0.0838,0.1455,-1,0.159,8.1272e-16,"[0.159, 0.0838, -0.1455, 5.7109e-08]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1455,0.0838,0.159,-1.0,0.1296,0.0296,0.0625,0.0381,0.0071,0.2521,False,False,False,True,True
27,92622027,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,9.334589497898318e-20,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.15084742968226386,0.5263557061203127,0.7263257042418366,0.0,0.0,True,True,[],0.1462,0.0316,3.7803e-06,0.0842,0.2081,True,0.0462,True,,0.0573,0.0822,-1,0.0528,-4.3368e-19,"[0.0528, 0.0573, -0.0822, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0822,0.0573,0.0528,-1.0,0.1462,0.0462,0.0316,3.7803e-06,0.0842,0.2081,False,False,False,True,True
27,92622027,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,-9.777797874968693e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.2604236795378806,0.528890141925989,0.723051674319521,0.0,0.0,True,True,[],0.0555,0.0421,0.1868,-0.0269,0.138,False,-0.0445,True,,0.0406,0.0643,-1,0.0702,2.1684e-19,"[0.0702, 0.0406, -0.0643, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0643,0.0406,0.0702,-1.0,0.0555,-0.0445,0.0421,0.1868,-0.0269,0.138,False,False,False,True,True
27,92622027,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,7.333348406226523e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.2604236795378806,0.5230142189490433,0.7263257042418366,0.0,0.0,True,True,[],0.0848,0.0208,0.0,0.044,0.1255,True,-0.0152,True,,0.0,4.2595e-07,NaN,0.0,0.0,"[0, 0, 4.2595e-07, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,4.2595e-07,0.0,0.0,,0.0848,-0.0152,0.0208,0.0,0.044,0.1255,True,True,True,False,False
28,92622028,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,1.913138218267432e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.1062551081913831,0.5407247332045734,0.7388363732604029,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),-0.0469,0.1063,0.6591,-0.2553,0.1615,False,-0.1469,True,,0.25,0.3108,-1,0.0604,-6.9389e-18,"[0.0604, 0.25, -0.3108, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.3108,0.25,0.0604,-1.0,-0.0469,-0.1469,0.1063,0.6591,-0.2553,0.1615,False,False,False,True,True
28,92622028,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,2.9892784660428615e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,-0.1062551081913831,0.5297957922504709,0.7388363732604029,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1246,0.0435,0.0042,0.0393,0.2098,True,0.0246,True,,0.0262,0.0426,-1,0.0626,0.0,"[0.0626, 0.0262, -0.0426, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0426,0.0262,0.0626,-1.0,0.1246,0.0246,0.0435,0.0042,0.0393,0.2098,False,False,False,True,True
28,92622028,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,4.882645679085936e-20,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.04422578106046667,0.5231499076067508,0.7388363732604029,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1569,0.0693,0.0235,0.0211,0.2927,True,0.0569,True,,0.1912,0.2565,-1,0.0942,3.4694e-18,"[0.0942, 0.1912, -0.2565, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.2565,0.1912,0.0942,-1.0,0.1569,0.0569,0.0693,0.0235,0.0211,0.2927,False,False,False,True,True
28,92622028,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,-1.171834962980623e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.04422578106046667,0.5231499076067508,0.7388363732604029,0.0,0.0,True,True,[],0.1278,0.0305,0.0,0.068,0.1876,True,0.0278,True,,0.0169,0.055,-1,0.123,1.7255e-16,"[0.123, 0.0169, -0.055, 4.4724e-08]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.055,0.0169,0.123,-1.0,0.1278,0.0278,0.0305,0.0,0.068,0.1876,False,False,False,True,True
28,92622028,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,2.078343092116166e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.10255533560770454,0.5075476860747969,0.7388363732604029,0.0,0.0,True,True,[],0.1468,0.047,0.0018,0.0548,0.2388,True,0.0468,True,,0.13,0.2122,-1,0.0301,1.7347e-18,"[0.0301, 0.13, -0.2122, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.2122,0.13,0.0301,-1.0,0.1468,0.0468,0.047,0.0018,0.0548,0.2388,False,False,False,True,True
28,92622028,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,4.890219040273333e-20,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.10255533560770454,0.5075476860747969,0.7388363732604029,0.0,0.0,True,False,[],0.108,0.0214,4.3663e-07,0.0661,0.1499,True,0.008,True,,0.0041,0.0477,-1,0.0232,8.7641e-11,"[0.0232, 0.0041, -0.0477, 0.0001]","[0, 0, '-Inf', 0]",non_singular,,False,0.0477,0.0041,0.0232,-1.0,0.108,0.008,0.0214,4.3663e-07,0.0661,0.1499,False,False,False,True,True
29,92622029,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,5.454115499862327e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.5920189391244683,0.5331038253599373,0.711793700762748,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.028,0.0849,0.7421,-0.1385,0.1944,False,-0.072,True,,0.181,0.0254,-1,0.0826,0.0,"[0.0826, 0.181, -0.0254, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0254,0.181,0.0826,-1.0,0.028,-0.072,0.0849,0.7421,-0.1385,0.1944,False,False,False,True,True
29,92622029,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,-5.454115499862325e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.5920189391244683,0.514464209106159,0.7142828212178037,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0701,0.0424,0.0985,-0.0131,0.1533,False,-0.0299,True,,0.0603,0.0079,1,5.169e-07,0.0,"[5.169e-07, 0.0603, 0.0079, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0079,0.0603,5.169e-07,1.0,0.0701,-0.0299,0.0424,0.0985,-0.0131,0.1533,False,False,True,True,True
29,92622029,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,1.7676344983043938e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.43718799873452174,0.5263196228160973,0.7181898468195601,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0629,0.0589,0.2853,-0.0525,0.1783,False,-0.0371,True,,0.1067,0.0277,-1,0.0,1.0842e-19,"[0, 0.1067, -0.0277, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0277,0.1067,0.0,-1.0,0.0629,-0.0371,0.0589,0.2853,-0.0525,0.1783,False,False,True,True,True
29,92622029,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,4.971472026481106e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.43718799873452174,0.514464209106159,0.7207111233843224,0.0,0.0,True,True,[],0.0634,0.0299,0.034,0.0048,0.1219,True,-0.0366,True,,0.0453,0.0409,-1,0.0,-1.0842e-19,"[0, 0.0453, -0.0409, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0409,0.0453,0.0,-1.0,0.0634,-0.0366,0.0299,0.034,0.0048,0.1219,False,False,True,True,True
29,92622029,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,-4.369295551221579e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.29786638174869084,0.5263196228160973,0.7238337276507609,0.0,0.0,True,True,[],0.1233,0.042,0.0033,0.0411,0.2056,True,0.0233,True,,0.0732,0.004,1,0.064,0.0,"[0.064, 0.0732, 0.004, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.004,0.0732,0.064,1.0,0.1233,0.0233,0.042,0.0033,0.0411,0.2056,False,False,False,True,True
29,92622029,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,4.369295551221581e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.29786638174869084,0.514464209106159,0.7290966544819052,0.0,0.0,True,True,[],0.0821,0.0216,0.0001,0.0397,0.1245,True,-0.0179,True,,0.0,0.056,NaN,0.0774,0.0,"[0.0774, 0, -0.0512, 0.0227]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.056,0.0,0.0774,,0.0821,-0.0179,0.0216,0.0001,0.0397,0.1245,False,True,False,False,False
30,92622030,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,-1.4409630713117528e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.3142160574437779,0.5398391571127767,0.7291784994107618,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),-0.0687,0.0968,0.4779,-0.2585,0.121,False,-0.1687,True,,0.116,0.2189,-1,0.0874,1.7347e-18,"[0.0874, 0.116, -0.2189, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.2189,0.116,0.0874,-1.0,-0.0687,-0.1687,0.0968,0.4779,-0.2585,0.121,False,False,False,True,True
30,92622030,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,0.0,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.3142160574437779,0.527568233380057,0.7311901524643749,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0727,0.0427,0.0884,-0.0109,0.1564,False,-0.0273,True,,1.7291e-07,3.8892e-07,-1,0.1476,6.3109e-30,"[0.1476, 1.7291e-07, -3.8892e-07, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,3.8892e-07,1.7291e-07,0.1476,-1.0,0.0727,-0.0273,0.0427,0.0884,-0.0109,0.1564,True,True,False,True,True
30,92622030,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,5.211395768465005e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.41577270855609155,0.5398391571127767,0.7291784994107618,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0597,0.0628,0.3421,-0.0634,0.1827,False,-0.0403,True,,0.1086,0.148,-1,0.1205,-8.6736e-19,"[0.1205, 0.1086, -0.148, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.148,0.1086,0.1205,-1.0,0.0597,-0.0403,0.0628,0.3421,-0.0634,0.1827,False,False,False,True,True
30,92622030,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,5.2113957684650076e-20,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.41577270855609155,0.527568233380057,0.7311901524643749,0.0,0.0,True,True,[],0.1352,0.0296,4.8881e-06,0.0772,0.1932,True,0.0352,True,,0.0,0.0155,NaN,0.1111,0.0,"[0.1111, 0, -0.015, 0.0038]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0155,0.0,0.1111,,0.1352,0.0352,0.0296,4.8881e-06,0.0772,0.1932,False,True,False,False,False
30,92622030,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,-3.2948957771924307e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.4223345944130802,0.5398391571127767,0.7291784994107618,0.0,0.0,True,True,[],0.1142,0.0442,0.0097,0.0276,0.2008,True,0.0142,True,,0.0439,0.1453,-1,0.0,9.9521e-14,"[0, 0.0439, -0.1453, 1.0901e-06]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1453,0.0439,0.0,-1.0,0.1142,0.0142,0.0442,0.0097,0.0276,0.2008,False,False,True,True,True
30,92622030,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,-5.834711272111595e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.4223345944130802,0.527568233380057,0.7323544739642412,0.0,0.0,True,True,[],0.1283,0.0214,2.1096e-09,0.0863,0.1703,True,0.0283,True,,0.0,0.0504,NaN,0.0638,0.0,"[0.0638, 0, -0.0504, 4.8905e-08]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0504,0.0,0.0638,,0.1283,0.0283,0.0214,2.1096e-09,0.0863,0.1703,False,True,False,False,False
