rep,seed,cell,n_models,n_items,true_effect,slope_sd,tau_model,tau_item,rho_model,beta0,beta_x,beta_c,n_obs,realized_corr,overall_self_prop,min_model_n_self,min_model_n_control,min_model_self_prop,max_model_self_prop,median_model_self_prop,corr_model_selfprop_X,min_within_self_ss,median_within_self_ss,total_within_self_ss,rho_model_realized,p_min,p_max,pct_outcome_p_below_05,pct_outcome_p_above_95,converged,singular,warnings,estimate,se,p_value,ci_low,ci_high,rejected_at_05,bias,ci_covers_truth,error,model_intercept_sd,model_slope_sd,model_intercept_slope_corr,item_intercept_sd,model_cov_min_eigenvalue,theta,theta_lower,singular_component,fit_error,singular_bool,model_slope_sd_num,model_intercept_sd_num,item_intercept_sd_num,model_intercept_slope_corr_num,estimate_num,bias_num,se_num,p_value_num,ci_low_num,ci_high_num,slope_zero,model_zero,item_zero,corr_finite,corr_boundary
13,92622013,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,8.113961857574678e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.011166929877897174,0.5534493060815399,0.7216756921604813,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.2343,0.0879,0.0077,0.0621,0.4066,True,0.1343,True,,0.0,0.0939,NaN,0.1594,0.0,"[0.1594, 0, -0.0919, 0.0193]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0939,0.0,0.1594,,0.2343,0.1343,0.0879,0.0077,0.0621,0.4066,False,True,False,False,False
13,92622013,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,-7.9449209855418655e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.011166929877897174,0.537560044133865,0.7259778906847312,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1313,0.0427,0.0021,0.0476,0.2151,True,0.0313,True,,0.0904,0.0035,1,0.0826,1.6941e-21,"[0.0826, 0.0904, 0.0035, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0035,0.0904,0.0826,1.0,0.1313,0.0313,0.0427,0.0021,0.0476,0.2151,False,False,False,True,True
13,92622013,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,5.780955645522401e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.037219320585971,0.5534493060815399,0.7227307832397473,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.142,0.0627,0.0236,0.0191,0.265,True,0.042,True,,0.0785,0.1389,-1,0.1615,0.0,"[0.1615, 0.0785, -0.1389, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1389,0.0785,0.1615,-1.0,0.142,0.042,0.0627,0.0236,0.0191,0.265,False,False,False,True,True
13,92622013,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,1.22845307467351e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.037219320585971,0.537560044133865,0.7259778906847312,0.0,0.0,True,True,[],0.0646,0.0315,0.0403,0.0029,0.1264,True,-0.0354,True,,0.0,0.0752,NaN,0.0991,0.0,"[0.0991, 0, -0.075, 0.0056]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0752,0.0,0.0991,,0.0646,-0.0354,0.0315,0.0403,0.0029,0.1264,False,True,False,False,False
13,92622013,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,-6.976762049150834e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.14648673206657722,0.5281254794080763,0.7227307832397473,0.0,0.0,True,True,[],0.1035,0.0436,0.0175,0.0181,0.1889,True,0.0035,True,,0.0414,0.1242,-1,0.0602,-2.1684e-19,"[0.0602, 0.0414, -0.1242, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1242,0.0414,0.0602,-1.0,0.1035,0.0035,0.0436,0.0175,0.0181,0.1889,False,False,False,True,True
13,92622013,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,4.941873118148507e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.14648673206657722,0.513664970502774,0.7259778906847312,0.0,0.0,True,False,[],0.0697,0.0216,0.0012,0.0274,0.1121,True,-0.0303,True,,0.0842,0.0566,-0.801,0.0894,0.0009,"[0.0894, 0.0842, -0.0453, 0.0339]","[0, 0, '-Inf', 0]",non_singular,,False,0.0566,0.0842,0.0894,-0.801,0.0697,-0.0303,0.0216,0.0012,0.0274,0.1121,False,False,False,True,False
14,92622014,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,0.0,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.4555716204706872,0.5213622964416629,0.7212150177398816,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1862,0.0845,0.0275,0.0206,0.3518,True,0.0862,True,,0.0,6.1117e-07,NaN,0.1395,0.0,"[0.1395, 0, 6.1117e-07, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,6.1117e-07,0.0,0.1395,,0.1862,0.0862,0.0845,0.0275,0.0206,0.3518,True,True,False,False,False
14,92622014,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,-2.1127223972924037e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.4555716204706872,0.5213622964416629,0.7320450250439199,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0013,0.0428,0.975,-0.0826,0.0852,False,-0.0987,False,,0.0989,0.0331,-1,0.1131,4.1891e-15,"[0.1131, 0.0989, -0.0331, 6.8254e-08]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0331,0.0989,0.1131,-1.0,0.0013,-0.0987,0.0428,0.975,-0.0826,0.0852,False,False,False,True,True
14,92622014,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,2.9083562666262447e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.3798123815361133,0.5213622964416629,0.7212150177398816,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1247,0.0587,0.0338,0.0096,0.2398,True,0.0247,True,,0.0107,0.0154,-1,0.07,3.5791e-15,"[0.07, 0.0107, -0.0154, 1.0476e-07]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0154,0.0107,0.07,-1.0,0.1247,0.0247,0.0587,0.0338,0.0096,0.2398,False,False,False,True,True
14,92622014,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,-6.751541333239493e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.3798123815361133,0.5213622964416629,0.7320450250439199,0.0,0.0,True,True,[],0.0409,0.0296,0.1668,-0.0171,0.0988,False,-0.0591,False,,0.0755,0.0261,-1,0.0146,2.1615e-15,"[0.0146, 0.0755, -0.0261, 4.9186e-08]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0261,0.0755,0.0146,-1.0,0.0409,-0.0591,0.0296,0.1668,-0.0171,0.0988,False,False,False,True,True
14,92622014,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,-7.604537019733967e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.35763994971379437,0.5213622964416629,0.7212150177398816,0.0,0.0,True,True,[],0.1388,0.0415,0.0008,0.0574,0.2201,True,0.0388,True,,0.0,4.8194e-08,NaN,3.5355e-07,0.0,"[3.5355e-07, 0, -4.8194e-08, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,4.8194e-08,0.0,3.5355e-07,,0.1388,0.0388,0.0415,0.0008,0.0574,0.2201,True,True,True,False,False
14,92622014,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,2.98749668632406e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.35763994971379437,0.5213622964416629,0.7320450250439199,0.0,0.0,True,True,[],0.0525,0.0208,0.0115,0.0118,0.0932,True,-0.0475,False,,0.0416,0.0094,-1,0.0351,1.2863e-15,"[0.0351, 0.0416, -0.0094, 3.6775e-08]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0094,0.0416,0.0351,-1.0,0.0525,-0.0475,0.0208,0.0115,0.0118,0.0932,False,False,False,True,True
15,92622015,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,-1.6358767915795726e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.08967347748898402,0.5366599771265166,0.715535293993419,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0489,0.103,0.6346,-0.1529,0.2508,False,-0.0511,True,,0.1658,0.2842,-0.7062,0.0,0.0115,"[0, 0.1658, -0.2007, 0.2012]","[0, 0, '-Inf', 0]",item_intercept_sd_zero,,True,0.2842,0.1658,0.0,-0.7062,0.0489,-0.0511,0.103,0.6346,-0.1529,0.2508,False,False,True,True,False
15,92622015,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,1.3291498931584033e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.08967347748898402,0.5153683223686729,0.7166554999149092,0.0,0.0,True,False,[],0.0558,0.0517,0.28,-0.0455,0.1571,False,-0.0442,True,,0.0737,0.1428,-0.1717,0.0876,0.0052,"[0.0876, 0.0737, -0.0245, 0.1407]","[0, 0, '-Inf', 0]",non_singular,,False,0.1428,0.0737,0.0876,-0.1717,0.0558,-0.0442,0.0517,0.28,-0.0455,0.1571,False,False,False,True,False
15,92622015,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,-1.205049998132982e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.14790051185873682,0.5366599771265166,0.7203677900759902,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.151,0.0717,0.0353,0.0104,0.2915,True,0.051,True,,0.1488,0.29,-1,0.0,6.9389e-18,"[0, 0.1488, -0.29, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.29,0.1488,0.0,-1.0,0.151,0.051,0.0717,0.0353,0.0104,0.2915,False,False,True,True,True
15,92622015,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,5.18171499197182e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.14790051185873682,0.5153683223686729,0.7252638764582577,0.0,0.0,True,True,[],0.121,0.0341,0.0004,0.0542,0.1878,True,0.021,True,,0.1093,0.1219,-0.6893,0.0,0.0041,"[0, 0.1093, -0.084, 0.0883]","[0, 0, '-Inf', 0]",item_intercept_sd_zero,,True,0.1219,0.1093,0.0,-0.6893,0.121,0.021,0.0341,0.0004,0.0542,0.1878,False,False,True,True,False
15,92622015,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,-1.4674759287134392e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.11609829533397248,0.5319425419983252,0.7261107160161996,0.0,0.0,True,True,[],0.097,0.0472,0.0397,0.0046,0.1895,True,-0.003,True,,0.1067,0.2239,-0.9756,0.0,0.0004,"[0, 0.1067, -0.2185, 0.0491]","[0, 0, '-Inf', 0]",item_intercept_sd_zero,,True,0.2239,0.1067,0.0,-0.9756,0.097,-0.003,0.0472,0.0397,0.0046,0.1895,False,False,True,True,False
15,92622015,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,2.934951857426878e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.11609829533397248,0.5153683223686729,0.7274173845449368,0.0,0.0,True,True,[],0.1181,0.0221,8.8653e-08,0.0748,0.1614,True,0.0181,True,,0.0,0.0749,NaN,0.0,0.0,"[0, 0, 0.0749, 0.0019]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0749,0.0,0.0,,0.1181,0.0181,0.0221,8.8653e-08,0.0748,0.1614,False,True,True,False,False
16,92622016,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,0.0,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.1585323439482161,0.5396638632313787,0.7305445667918515,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1453,0.0864,0.0926,-0.024,0.3147,False,0.0453,True,,0.0,3.1253e-08,NaN,0.0,0.0,"[0, 0, 3.1253e-08, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,3.1253e-08,0.0,0.0,,0.1453,0.0453,0.0864,0.0926,-0.024,0.3147,True,True,True,False,False
16,92622016,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,-1.2242284710211638e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.1585323439482161,0.5240057646073665,0.7413590944904767,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1064,0.0429,0.013,0.0224,0.1905,True,0.0064,True,,7.6343e-07,1.9148e-06,-1,0.0,0.0,"[0, 7.6343e-07, -1.9148e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,1.9148e-06,7.6343e-07,0.0,-1.0,0.1064,0.0064,0.0429,0.013,0.0224,0.1905,True,True,True,True,True
16,92622016,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,-4.210783085046949e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.2715121807676428,0.5396638632313787,0.7305445667918515,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1125,0.0593,0.0577,-0.0037,0.2287,False,0.0125,True,,0.0,7.8518e-07,NaN,0.0,0.0,"[0, 0, 7.8518e-07, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,7.8518e-07,0.0,0.0,,0.1125,0.0125,0.0593,0.0577,-0.0037,0.2287,True,True,True,False,False
16,92622016,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,-1.0526957712617377e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.2715121807676428,0.5240057646073665,0.7413590944904767,0.0,0.0,True,True,[],0.0999,0.0295,0.0007,0.0422,0.1577,True,-0.0001,True,,0.016,0.0013,1,0.0,2.1176e-22,"[0, 0.016, 0.0013, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0013,0.016,0.0,1.0,0.0999,-0.0001,0.0295,0.0007,0.0422,0.1577,False,False,True,True,True
16,92622016,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,-8.532391578800969e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.2750735619408434,0.5365331288513886,0.7305445667918515,0.0,0.0,True,True,[],0.077,0.0417,0.0645,-0.0046,0.1587,False,-0.023,True,,1.2604e-06,4.0403e-06,-1,0.0,0.0,"[0, 1.2604e-06, -4.0403e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,4.0403e-06,1.2604e-06,0.0,-1.0,0.077,-0.023,0.0417,0.0645,-0.0046,0.1587,True,True,True,True,True
16,92622016,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,3.1026878468367167e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.2750735619408434,0.5217547136219274,0.7413590944904767,0.0,0.0,True,True,[],0.0785,0.0209,0.0002,0.0376,0.1194,True,-0.0215,True,,0.031,0.0152,-1,0.0,-5.421e-20,"[0, 0.031, -0.0152, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0152,0.031,0.0,-1.0,0.0785,-0.0215,0.0209,0.0002,0.0376,0.1194,False,False,True,True,True
17,92622017,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,-3.3933235851276146e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.7298085211084829,0.5269623635793967,0.7240468964308332,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0734,0.0931,0.4304,-0.1091,0.256,False,-0.0266,True,,0.0932,0.1839,-0.2398,0.0,0.008,"[0, 0.0932, -0.0441, 0.1785]","[0, 0, '-Inf', 0]",item_intercept_sd_zero,,True,0.1839,0.0932,0.0,-0.2398,0.0734,-0.0266,0.0931,0.4304,-0.1091,0.256,False,False,True,True,False
17,92622017,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,-1.1311078617092047e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.7298085211084829,0.5234164835082076,0.7448825726040119,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.159,0.044,0.0003,0.0728,0.2451,True,0.059,True,,0.019,0.0561,-1,0.0892,-5.421e-20,"[0.0892, 0.019, -0.0561, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0561,0.019,0.0892,-1.0,0.159,0.059,0.044,0.0003,0.0728,0.2451,False,False,False,True,True
17,92622017,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,-6.301390708080908e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.5343751272820875,0.5269623635793967,0.7393471008698924,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1108,0.0626,0.0769,-0.012,0.2335,False,0.0108,True,,0.0,0.1459,NaN,1.1012e-07,0.0,"[1.1012e-07, 0, -0.1459, 0.0006]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.1459,0.0,1.1012e-07,,0.1108,0.0108,0.0626,0.0769,-0.012,0.2335,False,True,True,False,False
17,92622017,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,6.301390708080911e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.5343751272820875,0.5234164835082076,0.7558711090984308,0.0,0.0,True,True,[],0.1357,0.0295,4.095e-06,0.078,0.1935,True,0.0357,True,,0.0,9.2813e-08,NaN,0.0877,0.0,"[0.0877, 0, -9.2813e-08, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,9.2813e-08,0.0,0.0877,,0.1357,0.0357,0.0295,4.095e-06,0.078,0.1935,True,True,False,False,False
17,92622017,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,9.492770354020672e-20,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.4845034205887734,0.5269623635793967,0.7393471008698924,0.0,0.0,True,True,[],0.1477,0.0424,0.0005,0.0645,0.2309,True,0.0477,True,,0.0531,0.0786,1,0.0,6.659e-08,"[0, 0.0531, 0.0786, 0.0005]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0786,0.0531,0.0,1.0,0.1477,0.0477,0.0424,0.0005,0.0645,0.2309,False,False,True,True,True
17,92622017,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,9.759754520227505e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.4845034205887734,0.5234164835082076,0.7558711090984308,0.0,0.0,True,True,[],0.135,0.0208,8.5833e-11,0.0942,0.1758,True,0.035,True,,0.0375,0.0009,1,0.0549,0.0,"[0.0549, 0.0375, 0.0009, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0009,0.0375,0.0549,1.0,0.135,0.035,0.0208,8.5833e-11,0.0942,0.1758,False,False,False,True,True
18,92622018,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,7.290352646819358e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.04772250554764926,0.5326224431643072,0.7436963098452057,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.2156,0.0886,0.015,0.0419,0.3892,True,0.1156,True,,0.0635,0.1133,-1,0.0,-4.3368e-19,"[0, 0.0635, -0.1133, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1133,0.0635,0.0,-1.0,0.2156,0.1156,0.0886,0.015,0.0419,0.3892,False,False,True,True,True
18,92622018,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,1.3318913489381511e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.04772250554764926,0.532575918938483,0.7489709893340826,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1059,0.0477,0.0263,0.0125,0.1994,True,0.0059,True,,0.041,0.1059,-1,0.0,2.1684e-19,"[0, 0.041, -0.1059, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1059,0.041,0.0,-1.0,0.1059,0.0059,0.0477,0.0263,0.0125,0.1994,False,False,True,True,True
18,92622018,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,-3.1346406561022247e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.3324937578900692,0.5326224431643072,0.7436963098452057,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1479,0.0588,0.0119,0.0326,0.2631,True,0.0479,True,,0.0,9.7098e-07,NaN,0.0,0.0,"[0, 0, -9.7098e-07, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,9.7098e-07,0.0,0.0,,0.1479,0.0479,0.0588,0.0119,0.0326,0.2631,True,True,True,False,False
18,92622018,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,-2.0471122652096171e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.3324937578900692,0.5293147202961519,0.7489709893340826,0.0,0.0,True,True,[],0.0954,0.0307,0.0019,0.0352,0.1556,True,-0.0046,True,,0.0,0.06,NaN,0.0818,0.0,"[0.0818, 0, 0.0496, 0.0339]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.06,0.0,0.0818,,0.0954,-0.0046,0.0307,0.0019,0.0352,0.1556,False,True,False,False,False
18,92622018,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,1.9640658282576047e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.46799133544110416,0.5326224431643072,0.7436963098452057,0.0,0.0,True,True,[],0.128,0.0416,0.0021,0.0465,0.2094,True,0.028,True,,0.0,0.0,-1,0.0519,0.0,"[0.0519, 0, 0, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,0.0,0.0,0.0519,-1.0,0.128,0.028,0.0416,0.0021,0.0465,0.2094,True,True,False,True,True
18,92622018,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,-1.104787028394903e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.46799133544110416,0.5293147202961519,0.7489709893340826,0.0,0.0,True,False,[],0.103,0.0215,1.6026e-06,0.0609,0.1451,True,0.003,True,,0.0448,0.0532,-0.2863,0.0405,0.0016,"[0.0405, 0.0448, -0.0152, 0.051]","[0, 0, '-Inf', 0]",non_singular,,False,0.0532,0.0448,0.0405,-0.2863,0.103,0.003,0.0215,1.6026e-06,0.0609,0.1451,False,False,False,True,False
19,92622019,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,0.0,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.23671053852255433,0.5320606683333549,0.7266887084115898,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0225,0.0851,0.791,-0.1442,0.1893,False,-0.0775,True,,0.0,3.3315e-06,NaN,0.0,0.0,"[0, 0, 3.3315e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,3.3315e-06,0.0,0.0,,0.0225,-0.0775,0.0851,0.791,-0.1442,0.1893,True,True,True,False,False
19,92622019,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,5.191245135368732e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.23671053852255433,0.5204831709322332,0.7286084661972725,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0942,0.0441,0.0327,0.0077,0.1806,True,-0.0058,True,,0.0144,0.053,1,0.0,1.9788e-11,"[0, 0.0144, 0.053, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.053,0.0144,0.0,1.0,0.0942,-0.0058,0.0441,0.0327,0.0077,0.1806,False,False,True,True,True
19,92622019,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,-7.4636621103331535e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.19884584345911532,0.5320606683333549,0.7266887084115898,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0523,0.059,0.3749,-0.0633,0.1679,False,-0.0477,True,,1.2235e-06,3.1707e-06,-1,6.7503e-09,0.0,"[6.7503e-09, 1.2235e-06, -3.1707e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,3.1707e-06,1.2235e-06,6.7503e-09,-1.0,0.0523,-0.0477,0.059,0.3749,-0.0633,0.1679,True,True,True,True,True
19,92622019,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,-5.268467371999873e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.19884584345911532,0.5164188041450561,0.7286084661972725,0.0,0.0,True,True,[],0.1529,0.0295,2.1522e-07,0.0951,0.2107,True,0.0529,True,,0.0,3.2265e-09,NaN,0.0,0.0,"[0, 0, 3.2265e-09, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,3.2265e-09,0.0,0.0,,0.1529,0.0529,0.0295,2.1522e-07,0.0951,0.2107,True,True,True,False,False
19,92622019,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,0.0,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.31266209721027066,0.5239773809977621,0.7269999071410667,0.0,0.0,True,True,[],0.0195,0.0417,0.6398,-0.0622,0.1013,False,-0.0805,True,,2.6513e-06,6.5583e-06,-1,0.0,0.0,"[0, 2.6513e-06, -6.5583e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,6.5583e-06,2.6513e-06,0.0,-1.0,0.0195,-0.0805,0.0417,0.6398,-0.0622,0.1013,True,True,True,True,True
19,92622019,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,-1.2501972906959204e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.31266209721027066,0.5110507343347702,0.7286084661972725,0.0,0.0,True,True,[],0.1241,0.0209,2.7241e-09,0.0832,0.165,True,0.0241,True,,0.0341,0.0025,1,0.0309,0.0,"[0.0309, 0.0341, 0.0025, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0025,0.0341,0.0309,1.0,0.1241,0.0241,0.0209,2.7241e-09,0.0832,0.165,False,False,False,True,True
