condition,rep,seed,model_spec,n_models,n_items,target_corr,true_effect,rho_model_true,slope_sd_true,tau_model_true,tau_item_true,fit_error,generated_rows,p_min,p_max,pct_below_low,pct_above_high,near_separation,realized_corr,gamma_x,rho_model_target,rho_model_realized,converged,singular,warnings,r_stderr,estimate,se,p_value,ci_low,ci_high,rejected_at_05,bias,ci_covers_truth,model_intercept_sd,model_slope_sd,model_intercept_slope_corr,item_intercept_sd,model_cov_min_eigenvalue,theta,theta_lower,singular_component_reported,singular_component_reclassified
s0p1_m0p03_i0p03,18,92619018,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.03,,2400,0.04078788446415506,0.9537082899868867,0.125,0.041666666666666664,True,0.6148778417908368,2.180382437754982,0.3,0.33037823969419045,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1975,0.1068,0.0644,-0.0118,0.4067,False,0.0975,True,0.0,3.6447e-08,,0.0,0.0,"[0, 0, 3.6447e-08, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p1_m0p03_i0p15,18,92619018,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.15,,2400,0.04078788446415506,0.9537082899868867,0.125,0.041666666666666664,True,0.6148778417908368,2.180382437754982,0.3,0.33037823969419045,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1784,0.1073,0.0962,-0.0318,0.3886,False,0.0784,True,1.2648e-07,2.2108e-07,-1.0,0.0307,0.0,"[0.0307, 1.2648e-07, -2.2108e-07, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p1_m0p15_i0p03,18,92619018,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.03,,2400,0.04078788446415506,0.9537082899868867,0.125,0.041666666666666664,True,0.6148778417908368,2.180382437754982,0.3,0.3303782396941904,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1805,0.108,0.0946,-0.0312,0.3921,False,0.0805,True,0.1489,0.0524,-1.0,0.0,-8.6736e-19,"[0, 0.1489, -0.0524, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p15_i0p15,18,92619018,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.15,,2400,0.04078788446415506,0.9537082899868867,0.125,0.041666666666666664,True,0.6148778417908368,2.180382437754982,0.3,0.3303782396941904,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1984,0.1079,0.066,-0.0131,0.4099,False,0.0984,True,0.1191,0.0363,-1.0,0.0,2.1684e-19,"[0, 0.1191, -0.0363, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p03_i0p03,19,92619019,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.03,,2400,0.02111414669023245,0.9031970838232951,0.08333333333333333,0.0,False,0.586003688380145,2.4115243006957563,0.3,0.04311576429054918,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.0705,0.1065,0.5081,-0.2793,0.1383,False,-0.1705,True,0.0,4.3494e-07,,0.1863,0.0,"[0.1863, 0, -4.3494e-07, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p02_m0p03_i0p15,19,92619019,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.15,,2400,0.02111414669023245,0.9031970838232951,0.08333333333333333,0.0,False,0.586003688380145,2.4115243006957563,0.3,0.04311576429054918,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.0731,0.107,0.4945,-0.2827,0.1366,False,-0.1731,True,0.0,9.1464e-07,,0.229,0.0,"[0.229, 0, 9.1464e-07, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p02_m0p15_i0p03,19,92619019,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.03,,2400,0.02111414669023245,0.9031970838232951,0.08333333333333333,0.0,False,0.586003688380145,2.4115243006957563,0.3,0.043115764290549204,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.0451,0.1063,0.6714,-0.2534,0.1632,False,-0.1451,True,0.0,4.4339e-07,,0.1706,0.0,"[0.1706, 0, 4.4339e-07, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p02_m0p15_i0p15,19,92619019,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.15,,2400,0.02111414669023245,0.9031970838232951,0.08333333333333333,0.0,False,0.586003688380145,2.4115243006957563,0.3,0.043115764290549204,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.0506,0.1067,0.6352,-0.2599,0.1586,False,-0.1506,True,3.9951e-07,4.7084e-06,1.0,0.1758,2.5244e-29,"[0.1758, 3.9951e-07, 4.7084e-06, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p1_m0p03_i0p03,19,92619019,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.03,,2400,0.02111414669023245,0.9031970838232951,0.08333333333333333,0.0,False,0.586003688380145,2.4115243006957563,0.3,0.04311576429054912,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.0777,0.1066,0.4662,-0.2865,0.1312,False,-0.1777,True,5.77e-07,1.3574e-06,-1.0,0.1827,-5.0487e-29,"[0.1827, 5.77e-07, -1.3574e-06, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p1_m0p03_i0p15,19,92619019,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.15,,2400,0.02111414669023245,0.9031970838232951,0.08333333333333333,0.0,False,0.586003688380145,2.4115243006957563,0.3,0.04311576429054912,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.0646,0.107,0.5462,-0.2744,0.1452,False,-0.1646,True,9.1624e-08,2.0121e-07,-1.0,0.2439,-7.8886e-31,"[0.2439, 9.1624e-08, -2.0121e-07, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p1_m0p15_i0p03,19,92619019,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.03,,2400,0.02111414669023245,0.9031970838232951,0.08333333333333333,0.0,False,0.586003688380145,2.4115243006957563,0.3,0.04311576429054907,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.0573,0.1064,0.59,-0.2658,0.1512,False,-0.1573,True,0.0,2.3017e-07,,0.1711,0.0,"[0.1711, 0, -2.3017e-07, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p1_m0p15_i0p15,19,92619019,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.15,,2400,0.02111414669023245,0.9031970838232951,0.08333333333333333,0.0,False,0.586003688380145,2.4115243006957563,0.3,0.04311576429054907,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.033,0.1067,0.7573,-0.242,0.1761,False,-0.133,True,5.6767e-07,3.7986e-06,-1.0,0.1724,-5.0487e-29,"[0.1724, 5.6767e-07, -3.7986e-06, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p02_m0p03_i0p03,20,92619020,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.03,,2400,0.10027130863369377,0.9432516109329355,0.0,0.0,False,0.6055197882008274,1.9353357769019,0.3,0.2740026246306067,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1815,0.107,0.0898,-0.0282,0.3912,False,0.0815,True,0.1024,0.0263,1.0,0.1107,2.1684e-19,"[0.1107, 0.1024, 0.0263, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p03_i0p15,20,92619020,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.15,,2400,0.10027130863369377,0.9432516109329355,0.0,0.0,False,0.6055197882008274,1.9353357769019,0.3,0.2740026246306067,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1332,0.1068,0.2123,-0.0761,0.3425,False,0.0332,True,0.0974,0.011,-1.0,0.1002,1.2837e-14,"[0.1002, 0.0974, -0.011, 1.1402e-07]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p15_i0p03,20,92619020,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.03,,2400,0.10027130863369377,0.9432516109329355,0.0,0.0,False,0.6055197882008274,1.9353357769019,0.3,0.27400262463060665,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1833,0.1102,0.0961,-0.0326,0.3993,False,0.0833,True,0.0,0.1165,,0.1316,0.0,"[0.1316, 0, -0.1104, 0.0373]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p02_m0p15_i0p15,20,92619020,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.15,,2400,0.10027130863369377,0.9432516109329355,0.0,0.0,False,0.6055197882008274,1.9353357769019,0.3,0.27400262463060665,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1806,0.1102,0.1013,-0.0354,0.3966,False,0.0806,True,0.0,0.1161,,0.0885,0.0,"[0.0885, 0, -0.1159, 0.0069]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p1_m0p03_i0p03,20,92619020,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.03,,2400,0.10027130863369377,0.9432516109329355,0.0,0.0,False,0.6055197882008274,1.9353357769019,0.3,0.2740026246306065,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.191,0.1075,0.0757,-0.0198,0.4017,False,0.091,True,0.1007,0.0488,1.0,0.1382,4.3368e-19,"[0.1382, 0.1007, 0.0488, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p03_i0p15,20,92619020,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.15,,2400,0.10027130863369377,0.9432516109329355,0.0,0.0,False,0.6055197882008274,1.9353357769019,0.3,0.2740026246306065,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1557,0.1074,0.1471,-0.0548,0.3661,False,0.0557,True,0.0947,0.0414,1.0,0.1179,2.1684e-19,"[0.1179, 0.0947, 0.0414, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p15_i0p03,20,92619020,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.03,,2400,0.10027130863369377,0.9432516109329355,0.0,0.0,False,0.6055197882008274,1.9353357769019,0.3,0.2740026246306066,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1796,0.1151,0.1186,-0.046,0.4052,False,0.0796,True,0.0,0.1885,,0.1544,0.0,"[0.1544, 0, -0.1869, 0.0244]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p1_m0p15_i0p15,20,92619020,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.15,,2400,0.10027130863369377,0.9432516109329355,0.0,0.0,False,0.6055197882008274,1.9353357769019,0.3,0.2740026246306066,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.2154,0.1143,0.0595,-0.0086,0.4394,False,0.1154,True,0.0,0.1747,,0.1125,0.0,"[0.1125, 0, -0.1747, 0]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
